,DBA,CUISINE DESCRIPTION,BORO,BUILDING,STREET,ZIPCODE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41343933,ASIA PALACE,Jewish/Kosher,Brooklyn,4813,NEW UTRECHT AVE,11219.0,40.637246492579,-73.994653067269,312.0,44.0,22000.0,3137397.0,3056330056.0,BK88
41343991,LITTLE SAIGON CUISINE,Vietnamese/Cambodian/Malaysia,Queens,25309,NORTHERN BOULEVARD,11362.0,40.770820475461996,-73.735374777312,411.0,19.0,147900.0,4169410.0,4081320053.0,QN45
41344026,GANEY ORLY,Jewish/Kosher,Queens,6537,99 STREET,11374.0,40.728597173307,-73.855033594642,406.0,29.0,71304.0,4050929.0,4021160001.0,QN17
41344075,SONNIER & CASTLE,American,Manhattan,554,WEST   48 STREET,10036.0,40.764277239147,-73.994758348353,104.0,3.0,12900.0,1027006.0,1010760060.0,MN15
41344229,GRACE PIZZA,Pizza/Italian,Queens,7005,MYRTLE AVENUE,11385.0,40.701936801325004,-73.880907607862,405.0,30.0,62500.0,4089755.0,4036860057.0,QN19
41344828,EAST MARKET DINER,American,Brooklyn,2592,ATLANTIC AVENUE,11207.0,40.67562040297,-73.89856227839,305.0,37.0,119800.0,3083484.0,3036850019.0,BK82
41344869,SANDWICH HOUSE ITALIAN RESTAURANT,Sandwiches,Manhattan,17,ANN STREET,10038.0,40.71090241228,-74.007910263138,101.0,1.0,1501.0,1001261.0,1000900023.0,MN25
41345052,BROADWAY GOURMET,American,Manhattan,584,BROADWAY,10012.0,40.724736285058,-73.997341049353,102.0,1.0,4300.0,1079998.0,1005110008.0,MN24
41345068,MIRRORS ON GRAND,American,Brooklyn,284,GRAND AVENUE,11238.0,40.688208360429996,-73.962780737692,302.0,35.0,19700.0,3055550.0,3019470032.0,BK69
41345086,BAKERY RZESZOWSKA,Bakery,Brooklyn,948,MANHATTAN AVENUE,11222.0,40.731712721349,-73.954500823507,301.0,33.0,57500.0,3064468.0,3025410001.0,BK76
41345371,"DUNKIN', BASKIN ROBBINS",Donuts,Queens,11420,SUTPHIN BOULEVARD,11434.0,40.685728274301,-73.793495065931,412.0,28.0,19000.0,4536722.0,4119800011.0,QN76
41345374,"DUNKIN', BASKIN ROBBINS",Donuts,Queens,13328,SPRINGFIELD BOULEVARD,11413.0,40.680718107623,-73.752801793428,412.0,27.0,35200.0,4592673.0,4127230009.0,QN08
41345406,"DUNKIN', BASKIN ROBBINS",Donuts,Queens,13850,JAMAICA AVENUE,11435.0,40.702522819293,-73.813888686192,412.0,24.0,21200.0,4213687.0,4099750001.0,QN61
41345732,JOE: THE ART OF COFFEE,Café/Coffee/Tea,Manhattan,405,WEST   23 STREET,10011.0,40.746705393523996,-74.001826152527,104.0,3.0,9300.0,1077236.0,1007217501.0,MN13
41345907,MEE THAI CUISINE,Thai,Brooklyn,180,5 AVENUE,11217.0,40.67731862084,-73.979853987443,306.0,39.0,13100.0,3019564.0,3009490049.0,BK37
41345931,PETE'S RESTAURANT & PIZZERIA,Pizza/Italian,Queens,3926,BELL BOULEVARD,11361.0,40.764956087768,-73.771714810842,411.0,19.0,112300.0,4137548.0,4062370019.0,QN46
41346103,LA MAISON DU MACARON,French,Manhattan,132,WEST   23 STREET,10011.0,40.743345656441,-73.993886668415,104.0,3.0,9100.0,1014807.0,1007980061.0,MN13
41346158,CASA NINO,Pizza,Staten Island,1757,ARTHUR KILL ROAD,10312.0,40.561720536604,-74.194441464432,503.0,51.0,22800.0,5112496.0,5059650040.0,SI05
41346350,FATOOSH PITZA & BBQ,Middle Eastern,Brooklyn,330,HICKS STREET,11201.0,40.691348911048,-73.997710196827,302.0,33.0,700.0,3002253.0,3002580101.0,BK09
41346413,THE CHOCOLATE ROOM,Bakery,Brooklyn,269,COURT STREET,11231.0,40.684849186267,-73.994685291929,306.0,33.0,6900.0,3006486.0,3004080008.0,BK38
41346539,"DUNKIN', BASKIN ROBBINS",Donuts,Brooklyn,1213,LIBERTY AVE,11208.0,40.678986347856004,-73.86481493455,305.0,37.0,118800.0,3094136.0,3041840064.0,BK83
41346781,16 HANDLES,"Ice Cream, Gelato, Yogurt, Ices",Manhattan,153,2 AVENUE,10003.0,40.729456582958,-73.987054283108,103.0,2.0,4000.0,1006798.0,1004650050.0,MN22
41346788,PRET A MANGER,Sandwiches,Manhattan,757,3 AVENUE,10017.0,40.754027772142,-73.972056060847,106.0,4.0,9000.0,1037986.0,1013210001.0,MN19
41347039,E.J. MICHAEL'S,American,Staten Island,137,BARNARD AVENUE,10307.0,40.514922866515,-74.242662666933,503.0,51.0,24800.0,5107883.0,5080200059.0,SI11
41347045,HIBERNIA,Irish,Manhattan,401,WEST   50 STREET,10019.0,40.763664785512,-73.98936878675299,104.0,3.0,13300.0,1026683.0,1010600029.0,MN15
41347101,COLADOR CAFE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Brooklyn,1000,BEDFORD AVENUE,11205.0,40.690686994309004,-73.955379931766,303.0,36.0,23300.0,3055435.0,3019420027.0,BK75
41347614,SHAKE SHACK,Hamburgers,Manhattan,366,COLUMBUS AVENUE,10024.0,40.780886164749,-73.976265837667,107.0,6.0,16100.0,1030211.0,1011490031.0,MN12
41347625,EAT & GO ISTANBUL/NEW YORK,Sandwiches,Queens,0,JFK AIRPORT,11430.0,40.648312826068,-73.788281497594,483.0,28.0,71600.0,4000000.0,4142600001.0,QN98
41347636,NEW APOLLO DINER,American,Brooklyn,159,LIVINGSTON STREET,11201.0,40.690343671862,-73.987559525333,302.0,33.0,3700.0,3000435.0,3001550001.0,BK38
41347936,RALPH'S FAMOUS ITALIAN ICES,"Ice Cream, Gelato, Yogurt, Ices",Staten Island,890,HUGUENOT AVENUE,10312.0,40.532654212886,-74.19217295412099,503.0,51.0,20804.0,5107783.0,5068150058.0,SI32
41347991,"DUNKIN', BASKIN ROBBINS",Donuts,Manhattan,53,WEST  116 STREET,10026.0,40.801558795638,-73.948568977301,110.0,9.0,19000.0,1085936.0,1016007501.0,MN11
41348028,STOP AT THE STOP SWEET POT RESTAURANT & COCKTAIL,Caribbean,Bronx,918,EAST  233 STREET,10466.0,40.891341694648,-73.850872354936,212.0,12.0,42400.0,2064798.0,2048680050.0,BX44
41348054,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,Bronx,3818,DYRE AVENUE,10466.0,40.888191119949,-73.831280477923,212.0,12.0,48400.0,2095124.0,2049500091.0,BX03
41348061,"DUNKIN', BASKIN ROBBINS",Donuts,Manhattan,1225,1 AVENUE,10065.0,40.764129940695,-73.958687788924,108.0,5.0,11800.0,1044741.0,1014410023.0,MN31
41348065,DUNKIN',Donuts,Queens,2605,FRANCIS LEWIS BOULEVARD,11358.0,40.772625268685005,-73.79515252824099,407.0,19.0,108500.0,4132743.0,4059610001.0,QN46
41348161,DELICATESSEN MACBAR,American,Manhattan,54,PRINCE STREET,10012.0,40.723534043351,-73.99614693641,102.0,1.0,4300.0,1007524.0,1004950011.0,MN24
41348322,YUMMY TACO BROOKLYN,Tex-Mex,Brooklyn,3606,CLARENDON ROAD,11203.0,40.643600235653,-73.942810453286,317.0,45.0,83200.0,3111590.0,3049530002.0,BK91
41348358,STARBUCKS,Café/Coffee/Tea,Manhattan,350,5 AVENUE,10118.0,40.748268900702,-73.984690273581,105.0,4.0,7600.0,1015862.0,1008350041.0,MN17
41348372,LE PAIN QUOTIDIEN,Sandwiches/Salads/Mixed Buffet,Manhattan,81,WEST BROADWAY,10007.0,40.715082569302,-74.009566501861,101.0,1.0,2100.0,1001480.0,1001367503.0,MN24
41348416,JAYSE CATERING,American,Brooklyn,261,HURON STREET,11222.0,40.733429304039,-73.95053776004,301.0,33.0,57900.0,3064224.0,3025240039.0,BK76
41348434,BINGO DELI,American,Manhattan,77,PEARL STREET,10004.0,40.703946975231,-74.010297052389,101.0,1.0,900.0,1000836.0,1000290022.0,MN25
41348662,SUBWAY,Sandwiches/Salads/Mixed Buffet,Staten Island,786,PORT RICHMOND AVENUE,10302.0,40.625113344147,-74.145093805934,501.0,49.0,24700.0,5026423.0,5011410001.0,SI28
41348682,SOPHIE'S CUBAN CUISINE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Manhattan,28,EAST   23 STREET,10010.0,40.740712926082004,-73.987640300959,105.0,2.0,5600.0,1016295.0,1008510055.0,MN13
41348712,THE CORE CLUB,American,Manhattan,60,EAST   55 STREET,10022.0,40.760683949315,-73.972619989504,105.0,4.0,10200.0,1087101.0,1012907501.0,MN17
41348744,POINT BRAZIL,Brazilian,Queens,3801,31 AVENUE,11103.0,40.761637628069,-73.91776131219301,401.0,22.0,15500.0,4010626.0,4006607503.0,QN70
41348754,GRILL ON LEE,Jewish/Kosher,Brooklyn,108,LEE AVENUE,11211.0,40.704472439611,-73.95857342074899,301.0,33.0,53300.0,3060171.0,3021990022.0,BK72
41348755,FUH WAH RESTAURANT,Chinese,Bronx,764A,EAST  149 STREET,10455.0,40.812910099871004,-73.907578811513,201.0,8.0,3500.0,2115023.0,2025800022.0,BX39
41348973,APPLEBEE'S,American,Staten Island,2655,RICHMOND AVENUE,10314.0,40.582297419955,-74.169052592685,502.0,51.0,27702.0,5039658.0,5024000180.0,SI24
41348986,EL MEXICANO BAR & RESTAURANT,Mexican,Brooklyn,4503,5 AVENUE,11220.0,40.647802801409995,-74.00749193984001,307.0,38.0,9600.0,3011647.0,3007480107.0,BK34
41349101,JOE'S PIZZA,Pizza,Brooklyn,259,PROSPECT PARK WEST,11215.0,40.658717588567,-73.981791487751,307.0,38.0,16900.0,3016612.0,3008710009.0,BK40
41349247,CRUNCH PIT STOP,"Juice, Smoothies, Fruit Salads",Manhattan,1109,2 AVENUE,10022.0,40.760217899027,-73.964624624773,106.0,4.0,10800.0,1038634.0,1013320029.0,MN19
41349544,JERRY'S PIZZA,Pizza,Bronx,2094,STARLING AVENUE,10462.0,40.836007993023,-73.85525038339699,209.0,18.0,22200.0,2028983.0,2039330108.0,BX46
41349574,BURGER KING,Hamburgers,Queens,5718,MYRTLE AVENUE,11385.0,40.700437012350996,-73.90299641449501,405.0,34.0,55300.0,4086216.0,4035720006.0,QN20
41349725,GLORIA'S NEXT GENERATION,Caribbean,Brooklyn,987,NOSTRAND AVENUE,11225.0,40.66437651891,-73.95098205514499,309.0,35.0,31900.0,3324551.0,3013090001.0,BK63
41349736,THE GRISLY PEAR,"Bottled beverages, including water, sodas, juices, etc.",Manhattan,107,MACDOUGAL STREET,10012.0,40.729707084736,-74.000743263025,102.0,1.0,6500.0,1077802.0,1005420047.0,MN23
41349905,NEW ASIAN RESTAURANT,Chinese,Queens,4124,162 STREET,11358.0,40.76103568968,-73.80390233319,407.0,20.0,117100.0,4120432.0,4053340025.0,QN51
41349911,CAFE COLONIAL RESTAURANT & GRILL,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Bronx,2070,WHITE PLAINS ROAD,10462.0,40.852593049767,-73.867753785438,211.0,13.0,22404.0,2095028.0,2042870005.0,BX49
41350160,POPEYES,Chicken,Bronx,1905,STORY AVENUE,10473.0,40.824117526154,-73.859478519433,209.0,18.0,4200.0,2116025.0,2036710004.0,BX09
41350166,POPEYES,Chicken,Bronx,2751,BOSTON ROAD,10469.0,40.86644068855,-73.861160348049,211.0,13.0,34200.0,2053817.0,2045150013.0,BX31
41350171,"BURGER KING, POPEYES",Hamburgers,Queens,16417,UNION TURNPIKE,11366.0,40.721651063827,-73.80394651219,408.0,24.0,124100.0,4150949.0,4069720021.0,QN38
41350310,MAMMA'S FAMOUS PIZZA & BURGERS,Pizza,Manhattan,2345,BROADWAY,10024.0,40.787923826688,-73.976837506379,107.0,6.0,17100.0,1081052.0,1012330011.0,MN12
41350332,TOSCA MARQUEE,American,Bronx,4034,EAST TREMONT AVENUE,10465.0,40.819551705157,-73.81754885192899,210.0,13.0,13200.0,2080465.0,2055760107.0,BX52
41350559,"BURGER KING, POPEYES",Hamburgers,Bronx,60,METROPOLITAN OVAL,10462.0,40.837753747887,-73.85975679257399,209.0,18.0,21200.0,2096641.0,2039387501.0,BX46
41350583,AJISEN RAMEN,Japanese,Queens,13620,38 AVENUE,11354.0,40.760954215526,-73.83027923695501,407.0,20.0,87100.0,4534816.0,4049787501.0,QN22
41350624,ROOM CAFE,Korean,Queens,3530,FARRINGTON STREET,11354.0,40.764019337695,-73.831614295946,407.0,20.0,86900.0,4311684.0,4049580041.0,QN22
41350661,FAMOUS ANTHONY'S PIZZA,Pizza/Italian,Bronx,171,WEST  167 STREET,10452.0,40.837333344403,-73.927425002879,204.0,16.0,19900.0,2003512.0,2025280044.0,BX26
41350747,CHIPOTLE MEXICAN GRILL,Tex-Mex,Manhattan,320,PARK AVENUE,10022.0,40.757442664136,-73.973798050467,105.0,4.0,10200.0,1035464.0,1012860035.0,MN17
41350752,CHIPOTLE MEXICAN GRILL,Mexican,Manhattan,25,WEST   45 STREET,10036.0,40.755846551438,-73.980515949789,105.0,4.0,9600.0,1034245.0,1012610021.0,MN17
41350893,BBQ CHICKEN,Chicken,Queens,15823,NORTHERN BLVD,11358.0,40.763404274195,-73.80705400769101,407.0,19.0,117100.0,4119306.0,4052740001.0,QN51
41350902,SPA CASTLE CAFE,American,Queens,1111,131 STREET,11356.0,40.787492558158,-73.837350713923,407.0,19.0,94500.0,4097283.0,4040110024.0,QN49
41350965,MOTHER PUGS SALOON,American,Staten Island,1371,FOREST AVENUE,10302.0,40.625540047324,-74.135087201475,501.0,49.0,20100.0,5024916.0,5010520026.0,SI07
41350966,THE BELL HOUSE,American,Brooklyn,149,7 STREET,11215.0,40.673524070257,-73.99176613022101,306.0,39.0,11900.0,3021555.0,3009910068.0,BK37
41351011,CABRINI 181,American,Manhattan,854,WEST  181 STREET,10033.0,40.851322324264004,-73.940079191229,112.0,10.0,26500.0,1064301.0,1021770118.0,MN36
41351040,HUDSON VIEW RESTAURANT,American,Manhattan,770,WEST  181 STREET,10033.0,40.85077220305,-73.937867513019,112.0,10.0,26500.0,1064275.0,1021760104.0,MN36
41351226,HUGHES TAVERN,American,Manhattan,1682,1 AVENUE,10128.0,40.777918265311996,-73.948598138923,108.0,5.0,14402.0,1050606.0,1015670045.0,MN32
41351354,TXIKITO,Spanish,Manhattan,240,9 AVENUE,10001.0,40.747446492040005,-74.00061353635701,104.0,3.0,9300.0,1083597.0,1007480001.0,MN13
41351524,CLUB A STEAKHOUSE,Steak,Manhattan,240,EAST   58 STREET,10022.0,40.760476326281,-73.96601423935999,106.0,4.0,10800.0,1038607.0,1013310030.0,MN19
41351549,67 ORANGE STREET,American,Manhattan,2082,FREDERICK DOUGLAS BOULEVARD,10026.0,40.80224842443,-73.956933882254,110.0,9.0,21600.0,1087946.0,1018287505.0,MN11
41351700,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices",Bronx,2045,WILLIAMSBRIDGE RD,10461.0,40.854762292409,-73.854855151766,211.0,13.0,24800.0,2095029.0,2043060008.0,BX49
41351706,JIMMY'S TRATTORIA,Italian,Queens,4573,BELL BOULEVARD,11361.0,40.75862285405,-73.768448201993,411.0,19.0,147100.0,4157337.0,4073310001.0,QN46
41351748,SUBWAY,Sandwiches,Bronx,2703,WHITE PLAINS ROAD,10467.0,40.865613614537004,-73.867362628803,211.0,15.0,33600.0,2053534.0,2045080001.0,BX07
41351756,MUSTANG THAKALI KITCHEN,Asian,Queens,7414,37 AVENUE,11372.0,40.748973447962996,-73.891517030066,403.0,25.0,28900.0,4029828.0,4012850040.0,QN28
41351765,CHUNG HING CHINESE RESTAURANT,Chinese,Brooklyn,157,COURT STREET,11201.0,40.688886642317,-73.992741412719,302.0,33.0,4300.0,3002829.0,3002790020.0,BK38
41352188,WHISKEY TAVERN,American,Manhattan,79,BAXTER STREET,10013.0,40.716482800206,-73.999953104394,103.0,1.0,2900.0,1076900.0,1001990001.0,MN27
41352974,SAKURA 6 JAPANESE CUISINE,Japanese,Brooklyn,837,MANHATTAN AVENUE,11222.0,40.728709591496,-73.953611701125,301.0,33.0,56100.0,3065102.0,3025730013.0,BK76
41352978,WONG WONG NOODLE SHOP,Chinese,Brooklyn,5410,8 AVENUE,11220.0,40.638750591227996,-74.006179378117,307.0,38.0,10600.0,3014820.0,3008260042.0,BK34
41353118,BATARD,French,Manhattan,239,WEST BROADWAY,10013.0,40.71964461807,-74.00595963310701,101.0,1.0,3300.0,1002178.0,1001910011.0,MN24
41353218,CASSIANO'S PIZZA,Pizza,Manhattan,930,3 AVENUE,10022.0,40.759480578937,-73.968104761178,106.0,4.0,10000.0,1036524.0,1013100040.0,MN19
41353228,VINOTAPA,American,Manhattan,201203,EAST   31 STREET,,0.0,0.0,,,,,1.0,
41353290,THANH DA,Vietnamese/Cambodian/Malaysia,Brooklyn,6008,7 AVENUE,11220.0,40.63670253304,-74.011893585282,307.0,38.0,11800.0,3143553.0,3057840041.0,BK34
41353366,VESTA TRATTORIA & WINE BAR,Italian,Queens,2102,30 AVENUE,11102.0,40.769782471136,-73.927610819047,401.0,22.0,7900.0,4006296.0,4005490017.0,QN71
41353384,STEINWAY PIZZA RESTAURANT,Pizza,Queens,3151,STEINWAY STREET,11103.0,40.760119981411,-73.918048361773,401.0,22.0,15500.0,4011107.0,4006780021.0,QN70
41353386,BAR VELOCE,Tapas,Manhattan,146,WEST HOUSTON STREET,10012.0,40.727925718099,-74.00192305127,102.0,3.0,6500.0,1008341.0,1005260084.0,MN23
41353418,DUNKIN',Donuts,Manhattan,666,5 AVENUE,10103.0,40.760542065811,-73.976421114653,105.0,4.0,10400.0,1034520.0,1012687502.0,MN17
41353598,NIO'S WEST INDIAN RESTAURANT & BAKERY,Caribbean,Brooklyn,2702,CHURCH AVENUE,11226.0,40.650661407754995,-73.952289532226,317.0,40.0,82400.0,3117258.0,3051050008.0,BK95
41353612,SOHO SUSHI,Japanese,Manhattan,231,SULLIVAN STREET,10012.0,40.729627488582004,-73.999711354511,102.0,1.0,6500.0,1008669.0,1005390012.0,MN23
41353639,WILLIAM GREENBERG JR DESSERTS,Café/Coffee/Tea,Manhattan,1100,MADISON AVENUE,10028.0,40.778513111918,-73.960534745263,108.0,4.0,14200.0,1046749.0,1014940015.0,MN40
41353915,G'S HOMESTYLE COOKING,Caribbean,Queens,9508,SUTPHIN BOULEVARD,11435.0,40.698220263051,-73.806359821833,412.0,28.0,20800.0,4214489.0,4100260009.0,QN61
41353927,METRO CAFE,American,Bronx,1200,WATERS PLACE,10461.0,40.842726572701004,-73.838371701397,211.0,13.0,28400.0,2087151.0,2042260070.0,BX37
41353929,PIZZARAMA,Pizza,Queens,3715,FRANCIS LEWIS BOULEVARD,11358.0,40.762655128399,-73.785505235418,411.0,19.0,113300.0,4136026.0,4061450033.0,QN46
41354008,NEW HOP SHING KITCHEN,Chinese,Brooklyn,533,BLAKE AVENUE,11207.0,40.667186278866,-73.899220392149,305.0,42.0,113400.0,3084260.0,3037670001.0,BK85
41354251,SOHO 54,American,Manhattan,54,WATTS STREET,10013.0,40.723684941896,-74.00542604945,102.0,3.0,3700.0,1087915.0,1004770068.0,MN24
41354314,ISABELLA'S FROZEN TREATS,"Ice Cream, Gelato, Yogurt, Ices",Queens,5503,69 STREET,11378.0,40.727614610577,-73.895473788804,405.0,30.0,49302.0,4058518.0,4025000025.0,QN30
41354409,CAFE PETISCO,Mediterranean,Manhattan,189,EAST BROADWAY,10002.0,40.714162923494,-73.988795949001,103.0,1.0,600.0,1003616.0,1002840016.0,MN28
41354417,ALI'S RESTAURANT,Middle Eastern,Brooklyn,280,KNICKERBOCKER AVENUE,11237.0,40.702119065699,-73.924197016882,304.0,34.0,42900.0,3072949.0,3032090033.0,BK77
41354676,ALI BABA'S TERRACE,Turkish,Manhattan,862,2 AVENUE,10017.0,40.752460063335,-73.970262893814,106.0,4.0,9000.0,1038895.0,1013390001.0,MN19
41355257,CASTILLO RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Brooklyn,4020,5 AVENUE,11232.0,40.650539497188,-74.004670492466,307.0,38.0,8200.0,3324369.0,3007140044.0,BK32
41355345,CORNERSTONE TAVERN/THE STAG'S HEAD,Irish,Manhattan,961,2 AVENUE,10022.0,40.755407367711,-73.968146423221,106.0,4.0,9800.0,1038445.0,1013240029.0,MN19
41355657,PRIMA PIZZA,Pizza,Queens,22270,BRADDOCK AVE,11428.0,40.728414771005,-73.735828855036,413.0,23.0,55400.0,4230225.0,4107400027.0,QN34
41355668,YEE LI RESTAURANT,Chinese,Manhattan,1-3,ELIZABETH STREET,10013.0,40.71553034087,-73.997619180318,103.0,1.0,2900.0,1002420.0,1002010029.0,MN27
41355729,PHIL'S CRUMMY CORNER,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Brooklyn,323,COLUMBIA STREET,11231.0,40.681374338444,-74.004445517146,306.0,39.0,5100.0,3005181.0,3003630002.0,BK33
41355897,POLLO DORADO FRIED CHICKEN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Manhattan,1497,ST NICHOLAS AVENUE,10033.0,40.851798113107,-73.931927562314,112.0,10.0,27100.0,1063971.0,1021660052.0,MN35
41356077,BISTANGO,Italian,Manhattan,415,3 AVENUE,10016.0,40.742668922543004,-73.980335770722,106.0,2.0,7000.0,1019914.0,1009100001.0,MN20
41356229,INCHEON RESTAURANT,Korean,Queens,16225,DEPOT ROAD,11358.0,40.761975296155,-73.802823824767,407.0,19.0,117100.0,4119562.0,4052850033.0,QN51
41356235,VIACOM CAFETERIA,American,Manhattan,1515,BROADWAY,10036.0,40.7576286762,-73.985803477709,105.0,3.0,11900.0,1024714.0,1010160036.0,MN17
41356242,VIACOM EXECUTIVE DINING ROOM,American,Manhattan,1515,BROADWAY,10036.0,40.7576286762,-73.985803477709,105.0,3.0,11900.0,1024714.0,1010160036.0,MN17
41356248,REFRESH CAFE,Café/Coffee/Tea,Manhattan,1515,BROADWAY,10036.0,40.7576286762,-73.985803477709,105.0,3.0,11900.0,1024714.0,1010160036.0,MN17
41356759,PETEY'S BURGER,Hamburgers,Queens,3017,30 AVENUE,11102.0,40.767179502507,-73.92198910441,401.0,22.0,7100.0,4007699.0,4005950103.0,QN71
41356909,GIUSEPPE PIZZERIA,Pizza/Italian,Staten Island,4300,AMBOY ROAD,10312.0,40.546041797998,-74.159223993236,503.0,51.0,15601.0,5073183.0,5052300033.0,SI54
41357064,THE RICHARDSON,American,Brooklyn,451,GRAHAM AVENUE,11222.0,40.718915274996,-73.945155379719,301.0,34.0,47700.0,3067947.0,3027250121.0,BK90
41357129,WALTER FOODS,American,Brooklyn,253,GRAND STREET,11211.0,40.713436890702,-73.958661614642,301.0,34.0,51900.0,3062664.0,3023820021.0,BK73
41357167,RESTAURANT ON THE PLAZA PIZZERIA,Pizza/Italian,Staten Island,50,NEW DORP PLAZA,10306.0,40.573579317807,-74.116821674657,502.0,50.0,13400.0,5057393.0,5042090026.0,SI45
41357172,JUSTINE RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Bronx,28,EAST 167 STREET,10452.0,40.835830910522,-73.921630029941,204.0,16.0,19700.0,2003027.0,2024960058.0,BX63
41357256,PHIL'S PIZZA WEST VILLAGE,Pizza,Manhattan,226,VARICK STREET,10014.0,40.729130567073,-74.00523166032501,102.0,3.0,6700.0,1008402.0,1005280056.0,MN23
41357264,DUNKIN',Donuts,Queens,9637,QUEENS BOULEVARD,11374.0,40.729898202195,-73.86170932444,406.0,29.0,71701.0,4050423.0,4020880018.0,QN18
41357926,EL PASO TAQUERIA,Mexican,Manhattan,64,EAST   97 STREET,10029.0,40.787469016232,-73.952678633248,111.0,4.0,16002.0,1051450.0,1016020042.0,MN33
41358275,NAPOLI'S BEST PIZZA,Pizza,Bronx,521,EAST TREMONT AVENUE,10457.0,40.8467185897,-73.89647868021301,206.0,15.0,39500.0,2011437.0,2030430077.0,BX01
41358451,ZEREGA AVENUE DELI,Delicatessen,Bronx,1130,ZEREGA AVENUE,10462.0,40.831407601911,-73.844589426555,209.0,13.0,9600.0,2094889.0,2038400100.0,BX59
41358592,ZERO OTTO NOVE TRATTORIA,Italian,Bronx,2357,ARTHUR AVENUE,10458.0,40.854533567039,-73.888445066038,206.0,15.0,39100.0,2094635.0,2030650055.0,BX06
41358740,DUNKIN',Donuts,Manhattan,355,EAST   86 STREET,10028.0,40.777339944573995,-73.95046891122699,108.0,5.0,14602.0,1050031.0,1015490024.0,MN32
41359238,GT PARADISE CARIBBEAN CUISINE,Caribbean,Brooklyn,4208,CHURCH AVENUE,11203.0,40.651370891264,-73.93788455097,317.0,45.0,85800.0,3109785.0,3048960003.0,BK91
41359365,"VIDA BELLA ""NUTRITION CLUB""","Juice, Smoothies, Fruit Salads",Queens,3757,103 STREET,11368.0,40.752778785886996,-73.864184564477,403.0,21.0,40500.0,4044327.0,4017690074.0,QN26
41359575,VANILLA CAFE,Bakery,Queens,8701,ROOSEVELT AVENUE,11372.0,40.748137663607004,-73.87915369474399,403.0,21.0,27900.0,4036273.0,4014750042.0,QN28
41360076,DIG INN SEASONAL MARKET,American,Manhattan,40,WEST   55 STREET,10019.0,40.762232811492,-73.97629777918,105.0,4.0,10400.0,1034808.0,1012707501.0,MN17
41360078,ROMANCE BAR AND RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Staten Island,163,VAN PELT AVE,10303.0,40.632393027869,-74.155175908046,501.0,49.0,23100.0,5027175.0,5011920001.0,SI12
41360079,FIVE LEAVES,American,Brooklyn,18,BEDFORD AVENUE,11222.0,40.723576027725,-73.951555268496,301.0,33.0,56900.0,3322677.0,3026450036.0,BK76
41360136,BUTTERFIELD CATERING,American,Manhattan,346,EAST   92 STREET,10128.0,40.781197899933,-73.947830092015,108.0,5.0,15400.0,1050222.0,1015540031.0,MN32
41360332,NEW WING WAH BAKERY,Bakery,Manhattan,246,GRAND STREET,10002.0,40.718288714736,-73.99427497301,103.0,1.0,1800.0,1005648.0,1004230028.0,MN27
41360464,SNACK BAR,American,Queens,1111,131 STREET,11356.0,40.787492558158,-73.837350713923,407.0,19.0,94500.0,4097283.0,4040110024.0,QN49
41360467,WESTSIDE COFFEE SHOP RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Manhattan,323,CHURCH STREET,10013.0,40.720152491525,-74.003813184249,101.0,1.0,3300.0,1002703.0,1002100001.0,MN24
41360469,SKY GARDEN AT SPA CASTLE,Korean,Queens,1111,131 STREET,11356.0,40.787492558158,-73.837350713923,407.0,19.0,94500.0,4097283.0,4040110024.0,QN49
41360734,GEE WHIZ,American,Manhattan,295,GREENWICH STREET,10007.0,40.716001936603,-74.011016780261,101.0,1.0,2100.0,1066187.0,1001377502.0,MN24
41360872,DUNKIN',Café/Coffee/Tea,Staten Island,2945,VETERANS ROAD WEST,10309.0,40.527752509527,-74.231871232975,503.0,51.0,22600.0,5150130.0,5075110001.0,SI11
41360895,NINTH STREET ESPRESSO,Café/Coffee/Tea,Manhattan,341,EAST 10 STREET,10009.0,40.727064943235,-73.980372864261,103.0,2.0,3400.0,1005143.0,1004040035.0,MN22
41361120,SOFIA PIZZA RESTAURANT,Pizza,Brooklyn,2822,CONEY ISLAND AVENUE,11235.0,40.58776501166,-73.960395880196,313.0,48.0,37000.0,3196031.0,3072240100.0,BK19
41361177,GRIMALDI'S,Pizza,Queens,24202,61 AVENUE,11362.0,40.755537281072,-73.738832260213,411.0,23.0,152901.0,4438369.0,4082860185.0,QN45
41361564,NAN XIANG XIAO LONG BAO RESTAURANT,Chinese,Queens,3812,PRINCE STREET,11354.0,40.760043558663995,-73.832559305539,407.0,20.0,87100.0,4439967.0,4049720152.0,QN22
