,DBA,CUISINE DESCRIPTION,BORO,BUILDING,STREET,ZIPCODE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
30075445,MORRIS PARK BAKE SHOP,Bakery,Bronx,1007,MORRIS PARK AVE,10462.0,40.848231224526,-73.85597188993201,211.0,13.0,25200.0,2045445.0,2041270037.0,BX37
30112340,WENDY'S,Hamburgers,Brooklyn,469,FLATBUSH AVENUE,11225.0,40.662651518808,-73.962081374927,309.0,40.0,32700.0,3029737.0,3011970017.0,BK60
30191841,DJ REYNOLDS PUB AND RESTAURANT,Irish,Manhattan,351,WEST   57 STREET,10019.0,40.767325711553,-73.984310423617,104.0,3.0,13900.0,1026048.0,1010480008.0,MN15
40356018,RIVIERA CATERERS,American,Brooklyn,2780,STILLWELL AVENUE,11224.0,40.579920366974,-73.98209024916,313.0,47.0,34800.0,3347399.0,3069970098.0,BK21
40356151,BRUNOS ON THE BOULEVARD,American,Queens,8825,ASTORIA BOULEVARD,11369.0,40.76397135266,-73.880973144074,403.0,22.0,32900.0,4024132.0,4011000037.0,QN28
40356483,WILKEN'S FINE FOOD,Delicatessen,Brooklyn,7114,AVENUE U,11234.0,40.620111590927,-73.906989489698,318.0,46.0,70000.0,3237693.0,3084310041.0,BK45
40356731,TASTE THE TROPICS ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices",Brooklyn,1839,NOSTRAND AVENUE,11226.0,40.640795017461,-73.948487981531,317.0,45.0,82800.0,3112318.0,3049640001.0,BK95
40357217,WILD ASIA,American,Bronx,2300,SOUTHERN BOULEVARD,10460.0,40.850555961413,-73.882451432726,206.0,15.0,33400.0,2116700.0,2031200020.0,BX99
40359480,1 EAST 66TH STREET KITCHEN,American,Manhattan,1,EAST   66 STREET,10065.0,40.768546914232004,-73.969580578452,108.0,4.0,12200.0,1041159.0,1013810001.0,MN40
40359705,NATHAN'S FAMOUS,Hotdogs,Brooklyn,1310,SURF AVENUE,11224.0,40.575536869421,-73.981652264112,313.0,47.0,35200.0,3189660.0,3070740340.0,BK21
40360045,SEUDA FOODS,Jewish/Kosher,Brooklyn,705,KINGS HIGHWAY,11223.0,40.606186921432,-73.965466445897,315.0,44.0,41800.0,3177501.0,3066640028.0,BK25
40360076,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices",Brooklyn,203,CHURCH AVENUE,11218.0,40.643329721911,-73.978188715503,312.0,39.0,49600.0,3124566.0,3053350041.0,BK41
40361322,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices",Queens,26515,HILLSIDE AVENUE,11004.0,40.738367959933,-73.70351064970299,413.0,23.0,157901.0,4179545.0,4087770025.0,QN44
40361618,SAL'S DELI,Delicatessen,Queens,12908,20 AVENUE,11356.0,40.781673836068,-73.83941597683099,407.0,19.0,90700.0,4099345.0,4041740023.0,QN23
40361998,STEVE CHU'S DELI & GROCERY,Delicatessen,Queens,3406,10 STREET,11106.0,40.764571212477996,-73.938825461701,401.0,26.0,3900.0,4003862.0,4003240031.0,QN68
40362264,P & S DELI GROCERY,American,Manhattan,730,COLUMBUS AVENUE,10025.0,40.792620635885,-73.96770961573002,107.0,6.0,18100.0,1082743.0,1012260029.0,MN12
40362274,ANGELIKA FILM CENTER,American,Manhattan,18,WEST HOUSTON STREET,10012.0,40.725743617441,-73.997478107592,102.0,1.0,5501.0,1008240.0,1005230048.0,MN23
40362432,HO MEI RESTAURANT,Chinese,Queens,10305,37 AVENUE,11368.0,40.753305911581,-73.864295375778,403.0,21.0,37900.0,4043399.0,4017450030.0,QN26
40362715,THE COUNTRY CAFE,Sandwiches/Salads/Mixed Buffet,Manhattan,60,WALL STREET,10005.0,40.70590688061,-74.00860938335,101.0,1.0,700.0,1001004.0,1000400003.0,MN25
40362869,SHASHEMENE INT'L RESTAURANT,Caribbean,Brooklyn,195,EAST   56 STREET,11203.0,40.651983222786,-73.924574944152,317.0,41.0,93800.0,3103101.0,3047040001.0,BK96
40363098,DUNKIN',Donuts,Brooklyn,56,COURT STREET,11201.0,40.692163791677,-73.991172430005,302.0,33.0,900.0,3397831.0,3002657502.0,BK09
40363298,CAFE METRO,American,Manhattan,625,8 AVENUE,10018.0,40.756185423077,-73.99056473378499,104.0,3.0,11500.0,1083268.0,1010320029.0,MN15
40363426,LEXLER DELI,Sandwiches/Salads/Mixed Buffet,Manhattan,405,LEXINGTON AVENUE,10174.0,40.751816337574,-73.975760108448,106.0,4.0,9200.0,1036156.0,1012970023.0,MN19
40363427,BAGELS N BUNS,Delicatessen,Staten Island,2491,VICTORY BOULEVARD,10314.0,40.610267863828,-74.146401210286,501.0,50.0,18901.0,5000000.0,5004860001.0,SI07
40363565,HOT BAGELS,Bagels/Pretzels,Queens,7905,METROPOLITAN AVENUE,11379.0,40.71320780297,-73.8741022867,405.0,30.0,65703.0,4437624.0,4030690069.0,QN21
40363630,LORENZO & MARIA'S KITCHEN,Continental,Manhattan,1418,THIRD AVENUE,10028.0,40.775281106430995,-73.95657589237,108.0,5.0,14000.0,1047523.0,1015090035.0,MN40
40363685,BERKELEY,American,Manhattan,437,MADISON AVENUE,10022.0,40.757511728367,-73.975826609964,105.0,4.0,10200.0,1035455.0,1012850021.0,MN17
40363834,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices",Staten Island,1111,HYLAN BOULEVARD,10305.0,40.598553130746005,-74.07964600817701,502.0,50.0,6400.0,5047319.0,5032270002.0,SI14
40363920,NEW GOLDEN BILLION,Chinese,Brooklyn,976,RUTLAND ROAD,11212.0,40.662140594575,-73.92718021322,317.0,41.0,88200.0,3099886.0,3046110006.0,BK96
40363945,DOMINO'S,Pizza,Manhattan,148,WEST   72 STREET,10023.0,40.778073572726996,-73.980401099931,107.0,6.0,15700.0,1081483.0,1011430049.0,MN14
40364149,AUNTIE ANNE'S PRETZELS,Bagels/Pretzels,Manhattan,0,34 STREET,,0.0,0.0,,,,,1.0,
40364179,SPOONBREAD TOO,Soul Food,Manhattan,364,WEST  110 STREET,10025.0,40.80137126967,-73.96015994361,107.0,7.0,19300.0,1055741.0,1018450003.0,MN09
40364220,KOSHER BAGEL HOLE,Jewish/Kosher,Brooklyn,1423,AVENUE J,11230.0,40.625111128727,-73.96203433936499,314.0,44.0,53000.0,3179615.0,3067070043.0,BK43
40364286,PLAZA BAGELS & DELI,Bagels/Pretzels,Staten Island,73,NEW DORP PLAZA,10306.0,40.573454939433,-74.117663763468,502.0,50.0,13400.0,5057324.0,5041990018.0,SI45
40364296,HAPPY GARDEN,Chinese,Bronx,277,EAST KINGSBRIDGE ROAD,10458.0,40.863648812188,-73.894239617341,207.0,15.0,39901.0,2016817.0,2032930106.0,BX05
40364299,B & M HOT BAGEL & GROCERY,Delicatessen,Staten Island,203,GIFFORDS LANE,10308.0,40.556236875098,-74.15251526311,503.0,51.0,14605.0,5062376.0,5046130011.0,SI54
40364305,PHILADELPHIA GRILLE EXPRESS,Pizza/Italian,Brooklyn,10004,4 AVENUE,11209.0,40.612722489797,-74.03375177182201,310.0,43.0,5602.0,3156122.0,3061370045.0,BK31
40364335,PETER LUGER STEAKHOUSE,Steak,Brooklyn,178,BROADWAY,11211.0,40.709979804558,-73.962512437328,301.0,34.0,54900.0,3335296.0,3021320021.0,BK73
40364347,METROPOLITAN CLUB,American,Manhattan,1,EAST   60 STREET,10022.0,40.764795521845,-73.97230783434,108.0,4.0,11401.0,1081206.0,1013750001.0,MN40
40364362,21 CLUB,American,Manhattan,21,WEST   52 STREET,10019.0,40.7604078386,-73.977753157345,105.0,4.0,10400.0,1034519.0,1012680023.0,MN17
40364363,MANHEM CLUB,American,Bronx,658,CLARENCE AVE,10465.0,40.828697458026,-73.814282394769,210.0,13.0,16000.0,2097560.0,2054860029.0,BX52
40364373,ISLE OF CAPRI RESTURANT,Italian,Manhattan,1028,3 AVENUE,10065.0,40.762707736109995,-73.965749576014,108.0,4.0,11402.0,1041931.0,1013950040.0,MN40
40364389,OLD TOWN BAR & RESTAURANT,American,Manhattan,45,EAST   18 STREET,10003.0,40.73759507351,-73.989647208522,105.0,2.0,5200.0,1016150.0,1008470034.0,MN13
40364404,POLISH NATIONAL HOME,Polish,Brooklyn,261,DRIGGS AVENUE,11222.0,40.722622173128,-73.948301829523,301.0,33.0,49900.0,3338042.0,3026980020.0,BK76
40364439,SEVILLA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Manhattan,62,CHARLES STREET,10014.0,40.734908378121,-74.00297328507,102.0,3.0,7300.0,1010824.0,1006110009.0,MN23
40364443,CRIMINAL COURT BLDG CAFETERIA,American,Manhattan,100,CENTRE STREET,10013.0,40.71607656565,-74.001424896229,101.0,1.0,2900.0,1079000.0,1001670001.0,MN27
40364449,GOTTSCHEER HALL,German,Queens,657,FAIRVIEW AVENUE,11385.0,40.706647972614,-73.90573574011,405.0,30.0,58900.0,4083396.0,4034850001.0,QN20
40364467,NYAC MAIN DINING ROOM,American,Manhattan,180,CENTRAL PARK SOUTH,10019.0,40.766718222992,-73.978736594767,105.0,4.0,13700.0,1023750.0,1010110001.0,MN17
40364518,7B BAR,American,Manhattan,108,AVENUE B,10009.0,40.724984562414996,-73.981282649047,103.0,2.0,3200.0,1005094.0,1004020034.0,MN22
40364531,CAFE ATELIER (ART STUDENTS LEAGUE),American,Manhattan,215,WEST   57 STREET,10019.0,40.765886941316,-73.980895665472,105.0,4.0,13700.0,1080846.0,1010290023.0,MN17
40364572,DONOHUE'S STEAK HOUSE,Steak,Manhattan,845,LEXINGTON AVENUE,10065.0,40.765512884509,-73.965769788003,108.0,4.0,12000.0,1042358.0,1013990022.0,MN40
40364576,TOUT VA BIEN,French,Manhattan,311,WEST   51 STREET,10019.0,40.7631374512,-73.98617050787401,104.0,3.0,13300.0,1025226.0,1010420125.0,MN15
40364581,JUNIOR'S,American,Brooklyn,386,FLATBUSH AVENUE EXTENSION,11201.0,40.690200145893996,-73.98162419647299,302.0,33.0,1500.0,3000369.0,3001490060.0,BK38
40364668,MARCHIS RESTAURANT,Italian,Manhattan,251,EAST   31 STREET,10016.0,40.743332794963,-73.97833629118101,106.0,2.0,7000.0,1081628.0,1009120026.0,MN20
40364681,TOWNE CAFE,American,Brooklyn,2602,EAST   15 STREET,11235.0,40.58784234920999,-73.954325595126,315.0,48.0,60600.0,3204915.0,3074590007.0,BK17
40364691,THE GEORGIAN SUITE KITCHEN,Continental,Manhattan,.1-A,EAST 77 ST,,0.0,0.0,,,,,1.0,
40364715,OLD HOMESTEAD,American,Manhattan,56,9 AVENUE,10011.0,40.741372224356,-74.005037755098,104.0,3.0,8300.0,1013042.0,1007380080.0,MN13
40364744,NEW PARK PIZZERIA & RESTAURANT,Pizza/Italian,Queens,156-71,CROSSBAY BOULEVARD,11414.0,40.663101703308,-73.840837932811,410.0,32.0,88400.0,4294806.0,4141480033.0,QN57
40364858,DOUGLASTON CLUB,American,Queens,600,WEST DRIVE,11363.0,40.776329722511,-73.752835442703,411.0,19.0,148300.0,4168135.0,4080310001.0,QN45
40364920,RIZZO'S FINE PIZZA,Pizza,Queens,3013,STEINWAY STREET,11103.0,40.763274590236,-73.915477826359,401.0,22.0,14900.0,4011252.0,4006800044.0,QN70
40364956,THE NEW STARLING ATHLETIC CLUB OF THE BRONX,American,Bronx,2222,HAVILAND AVENUE,10462.0,40.830610122115004,-73.84964668266501,209.0,18.0,9200.0,2026709.0,2038180011.0,BX59
40364958,WHITE HORSE TAVERN,American,Manhattan,567,HUDSON STREET,10014.0,40.735734434497,-74.00598633655599,102.0,3.0,7500.0,1080232.0,1006330052.0,MN23
40365013,CRYSTAL ROOM,Italian,Staten Island,67,OLYMPIA BOULEVARD,10305.0,40.592814177678,-74.070677121271,502.0,50.0,7000.0,5107511.0,5032810010.0,SI36
40365022,LABETTI'S POST # 2159,American,Staten Island,390,HYLAN BOULEVARD,10305.0,40.609851438172996,-74.074433659233,501.0,49.0,2001.0,5044138.0,5029850021.0,SI37
40365043,SHELL LANES,American,Brooklyn,1,BOUCK COURT,11223.0,40.588746043722,-73.97395090665499,315.0,47.0,37402.0,3195028.0,3071920065.0,BK26
40365075,MCSORLEY'S OLD ALE HOUSE,Irish,Manhattan,15,EAST    7 STREET,10003.0,40.728584000789,-73.989536765481,103.0,2.0,3800.0,1006695.0,1004630050.0,MN22
40365098,FORLINIS RESTAURANT,Italian,Manhattan,93,BAXTER STREET,10013.0,40.717018029408,-73.999624832129,103.0,1.0,2900.0,1083367.0,1001990007.0,MN27
40365120,SOUTH SHORE SWIMMING CLUB,American,Staten Island,6736,HYLAN BOULEVARD,10309.0,40.508068517904,-74.228282145067,503.0,51.0,24402.0,5107843.0,5077340050.0,SI11
40365166,CORNER BISTRO,American,Manhattan,331,WEST    4 STREET,10014.0,40.737924847314,-74.00386111603301,102.0,3.0,7700.0,1011036.0,1006150060.0,MN23
40365226,NOSTRAND DONUT SHOP,Donuts,Brooklyn,1449,NOSTRAND AVENUE,11226.0,40.650975896813996,-73.94957924940199,317.0,40.0,81800.0,3327739.0,3048690001.0,BK95
40365239,DORRIAN'S RED HAND RESTAURANT,Irish,Manhattan,1616,2 AVENUE,10028.0,40.776404966262,-73.952802065662,108.0,5.0,13800.0,1049947.0,1015460049.0,MN32
40365264,LA GRENOUILLE,French,Manhattan,3,EAST   52 STREET,10022.0,40.759658161533,-73.97597743544401,105.0,4.0,10200.0,1035708.0,1012880006.0,MN17
40365288,KEATS RESTAURANT,American,Manhattan,842,2 AVENUE,10017.0,40.751598370567,-73.970894901051,106.0,4.0,9000.0,1038769.0,1013370149.0,MN19
40365348,PANCHITO'S,Mexican,Manhattan,103,MACDOUGAL STREET,10012.0,40.729600038262,-74.000833463504,102.0,1.0,6500.0,1008731.0,1005420049.0,MN23
40365355,NEW CORNER,Italian,Brooklyn,7201,8 AVENUE,11228.0,40.628582862806,-74.016719596504,310.0,43.0,13200.0,3147565.0,3059120009.0,BK30
40365361,THE PRINCETON CLUB,American,Manhattan,15,WEST   43 STREET,10036.0,40.754496242928,-73.981194917404,105.0,4.0,9600.0,1034207.0,1012590025.0,MN17
40365387,ARTURO'S,Italian,Manhattan,106,WEST HOUSTON STREET,10012.0,40.727234052041,-74.000515935209,102.0,1.0,6500.0,1008279.0,1005250064.0,MN23
40365472,SPAIN RESTAURANT & BAR,Spanish,Manhattan,113,WEST   13 STREET,10011.0,40.736950503796,-73.99800451792301,102.0,3.0,7100.0,1010656.0,1006090052.0,MN23
40365499,YANKEE TAVERN,American,Bronx,72,EAST  161 STREET,10451.0,40.827557865749,-73.925148423673,204.0,8.0,6300.0,2002983.0,2024830045.0,BX63
40365525,DONUT PUB,Donuts,Manhattan,203,WEST   14 STREET,10011.0,40.738748341271,-74.000144342577,104.0,3.0,8100.0,1013731.0,1007640036.0,MN13
40365546,REBEN LUNCHEONETTE,American,Brooklyn,229,HAVEMEYER STREET,11211.0,40.709039945161,-73.959151290226,301.0,34.0,52500.0,3063567.0,3024600001.0,BK73
40365577,V & T RESTAURANT,Italian,Manhattan,1024,AMSTERDAM AVENUE,10025.0,40.803329420524996,-73.963611914951,109.0,7.0,19900.0,1056908.0,1018820028.0,MN09
40365627,JAHN'S RESTAURANT,American,Queens,8104,37 AVENUE,11372.0,40.74965336582,-73.885073567329,403.0,21.0,28300.0,4030010.0,4012920002.0,QN28
40365632,J&V FAMOUS PIZZA,Pizza,Brooklyn,6322,18 AVENUE,11204.0,40.619956732515,-73.989352140632,311.0,38.0,24800.0,3133115.0,3055390055.0,BK28
40365644,JOE ALLEN RESTAURANT,American,Manhattan,326,WEST   46 STREET,10036.0,40.760178896668,-73.988882031739,104.0,3.0,12100.0,1025016.0,1010360044.0,MN15
40365726,BARBETTA RESTAURANT,Italian,Manhattan,319321,323 W. 46TH ST.,,0.0,0.0,,,,,1.0,
40365784,GARGIULO'S RESTAURANT,Italian,Brooklyn,2911,WEST   15 STREET,11224.0,40.576555331866004,-73.982584323148,313.0,47.0,34800.0,3339622.0,3070640045.0,BK21
40365789,PATSY'S ITALIAN RESTAURANT,Italian,Manhattan,236,WEST   56 STREET,10019.0,40.765618195284,-73.98239751366,105.0,3.0,13700.0,1024883.0,1010270057.0,MN17
40365841,PARKSIDE RESTAURANT,Italian,Queens,10701,CORONA AVENUE,11368.0,40.743725104829004,-73.856238382915,404.0,21.0,42700.0,4449610.0,4019940030.0,QN25
40365844,LAVELLE'S ADMIRAL'S CLUB,American,Queens,4515,BROADWAY,11103.0,40.757002312956,-73.914799999814,401.0,26.0,15300.0,4012527.0,4007110001.0,QN70
40365871,NEARY'S PUB,American,Manhattan,358,EAST   57 STREET,10022.0,40.758639389205,-73.963748322244,106.0,5.0,10800.0,1039996.0,1013490131.0,MN19
40365882,NEW YORK PIZZA SUPREMA,Pizza,Manhattan,413,8 AVENUE,10001.0,40.750031951553,-73.995040989424,104.0,3.0,10300.0,1013536.0,1007540041.0,MN13
40365904,MEE SUM CAFE,Café/Coffee/Tea,Manhattan,26,PELL STREET,10013.0,40.714860627928,-73.998199974185,103.0,1.0,2900.0,1001782.0,1001630009.0,MN27
40365938,NANCY'S RESTAURANT,American,Queens,25541,JAMAICA AVENUE,11001.0,40.727412703327,-73.70962096636799,413.0,23.0,157903.0,,4.0,QN44
40365942,HOP KEE RESTAURANT,Chinese,Manhattan,21,MOTT STREET,10013.0,40.71436383248,-73.998784360399,103.0,1.0,2900.0,1001821.0,1001640045.0,MN27
40365968,NANCY WHISKEY PUB,American,Manhattan,1,LISPENARD ST,10013.0,40.720539457665,-74.005010921281,101.0,1.0,3300.0,1002726.0,1002110016.0,MN24
40365972,BLARNEY BAR,American,Queens,14609,JAMAICA AVENUE,11435.0,40.701803341646,-73.808675609014,412.0,24.0,24000.0,4206762.0,4096760042.0,QN61
40366002,MARGHERITA PIZZA,Pizza,Queens,16304,JAMAICA AVENUE,11432.0,40.704667713048,-73.796822882442,412.0,27.0,44601.0,4216196.0,4101510001.0,QN61
40366054,HEALY'S PUB,American,Queens,10807,ROCKAWAY BEACH BOULEVARD,11694.0,40.581733753666,-73.83028282944801,414.0,32.0,93800.0,,4.0,QN10
40366109,FIFTH AVENUE BINGO,American,Brooklyn,416,5 AVENUE,11215.0,40.670037593839,-73.98559148395701,306.0,39.0,13700.0,3324059.0,3009980041.0,BK37
40366132,DENINO'S PIZZERIA TAVERN,Pizza/Italian,Staten Island,524,PORT RICHMOND AVENUE,10302.0,40.630024412021,-74.140168869243,501.0,49.0,21300.0,5107096.0,5011310001.0,SI28
40366154,MICHAEL'S RESTAURANT,Italian,Brooklyn,2929,AVENUE R,11229.0,40.607418586159,-73.943003631919,315.0,48.0,56400.0,3183707.0,3068130034.0,BK44
40366162,LENIHAN'S SALOON,American,Queens,11909,ATLANTIC AVENUE,11418.0,40.694109849123,-73.82779592555,409.0,29.0,14400.0,4196683.0,4093510039.0,QN54
40366222,KILLARNEY ROSE,Irish,Manhattan,80,BEAVER STREET,10005.0,40.705338706862,-74.008692264913,101.0,1.0,700.0,1000834.0,1000280015.0,MN25
40366230,DON PEPPE,Italian,Queens,13558,LEFFERTS BOULEVARD,11420.0,40.670258237563,-73.820976082388,410.0,32.0,83800.0,4256605.0,4118050047.0,QN55
40366356,BLARNEY CASTLE,American,Queens,20224,ROCKAWAY POINT BOULEVARD,11697.0,40.560775789189,-73.911783397474,414.0,32.0,91601.0,4533648.0,4163500300.0,QN10
40366361,THREE STAR RESTAURANT,American,Brooklyn,1611,AVENUE U,11229.0,40.598961855776,-73.955265017375,315.0,48.0,58000.0,3198177.0,3073210045.0,BK44
40366381,DANGERFIELD'S NIGHT CLUB,American,Manhattan,1118,1 AVENUE,10065.0,40.761064819248,-73.960895272067,108.0,5.0,10602.0,1045280.0,1014560003.0,MN31
40366396,DESMOND'S TAVERN,American,Manhattan,433,PARK AVENUE SOUTH,10016.0,40.744264110037,-73.983373961911,105.0,2.0,7200.0,1018295.0,1008850092.0,MN20
40366425,NAOMI KOSHER PIZZA,Jewish/Kosher,Queens,6828,MAIN STREET,11367.0,40.732466303424,-73.82481705153201,408.0,24.0,80900.0,4141570.0,4064860039.0,QN37
40366471,ROLL-N-ROASTER,American,Brooklyn,2901,EMMONS AVENUE,11235.0,40.58386660862,-73.939690057418,315.0,48.0,60800.0,3247482.0,3087930063.0,BK17
40366473,TIO PEPE,Seafood,Manhattan,168,WEST    4 STREET,10014.0,40.732056597097994,-74.001443280258,102.0,3.0,6700.0,1010145.0,1005900029.0,MN23
40366487,BRENNAN & CARR,American,Brooklyn,3432,NOSTRAND AVENUE,11229.0,40.600385883899,-73.94189333042,315.0,46.0,57000.0,3200248.0,3073620006.0,BK17
40366497,THE PUNCH BOWL,American,Bronx,5820,BROADWAY,10463.0,40.885206062282,-73.900573930546,208.0,11.0,28300.0,2094716.0,2032710189.0,BX29
40366543,JARDIN DE CHINA REST,Chinese,Queens,3737,JUNCTION BOULEVARD,11368.0,40.750754804569,-73.870360475566,403.0,21.0,37500.0,4043854.0,4017590046.0,QN26
40366549,IRISH COTTAGE,Irish,Queens,10807,72 AVENUE,11375.0,40.719536636091,-73.842506404091,406.0,29.0,73700.0,4078009.0,4032570024.0,QN17
40366574,BLARNEY STONE,Irish,Manhattan,11,TRINITY PLACE,10006.0,40.706523941132005,-74.013846556301,101.0,1.0,1300.0,1000803.0,1000200004.0,MN25
40366586,SHIMONS KOSHER PIZZA,Jewish/Kosher,Queens,7124,MAIN STREET,11367.0,40.727181176223,-73.822096177766,408.0,24.0,77902.0,4143376.0,4066200032.0,QN37
40366652,FASCATI'S PIZZERIA,Pizza/Italian,Brooklyn,80,HENRY STREET,11201.0,40.698443928676,-73.992545623939,302.0,33.0,100.0,3001700.0,3002260025.0,BK09
40366661,BABY BO'S CANTINA,Tex-Mex,Manhattan,627,2 AVENUE,10016.0,40.744979132961,-73.97574095227199,106.0,2.0,7800.0,1020155.0,1009150029.0,MN20
40366711,LI GRECI'S STAATEN RESTAURANT,American,Staten Island,697,FOREST AVENUE,10310.0,40.629475941557004,-74.11233734161999,501.0,49.0,10500.0,5004812.0,5001680064.0,SI35
40366716,SHUN LEE PALACE RESTAURANT,Chinese,Manhattan,155,EAST   55 STREET,10022.0,40.759376653074,-73.96948371139,106.0,4.0,10000.0,1036515.0,1013100027.0,MN19
40366742,TAMAQUA,"Bottled beverages, including water, sodas, juices, etc.",Brooklyn,84,EBONY COURT,11229.0,40.594272114923,-73.930063079549,315.0,46.0,62800.0,3250140.0,3089460024.0,BK17
40366812,CARA MIA,Italian,Queens,22020,HILLSIDE AVENUE,11427.0,40.730704335939,-73.743266950975,413.0,23.0,130100.0,4166343.0,4079450002.0,QN43
40366833,IHOP,Pancakes/Waffles,Bronx,4340,BOSTON ROAD,10475.0,40.890125103842,-73.81973789263199,212.0,13.0,45600.0,2082985.0,2056530067.0,BX03
40366857,MALONEY'S BAR,American,Queens,8769,SUTPHIN BOULEVARD,11435.0,40.705169666072,-73.809412507154,412.0,24.0,23800.0,4207075.0,4096920052.0,QN61
40366879,LA FUSTA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Queens,8032,BAXTER AVENUE,11373.0,40.744706795371,-73.884569670655,404.0,25.0,26902.0,4000000.0,4015080001.0,QN29
40366928,RICHMOND COUNTY COUNTRY CLUB,American,Staten Island,135,FLAGG PLACE,10304.0,40.58793589848,-74.104072714536,502.0,50.0,18100.0,5106953.0,5008880018.0,SI24
40366929,LITTLE BROWN JUG,American,Queens,12402,JAMAICA AVENUE,11418.0,40.700794094229,-73.826447791315,409.0,29.0,14201.0,4196066.0,4093330001.0,QN54
40366938,LULU'S COFFEE SHOP,Café/Coffee/Tea,Bronx,1191,CASTLE HILL AVENUE,10462.0,40.831707036899,-73.850999305895,209.0,18.0,9200.0,2026488.0,2038110036.0,BX59
40366961,MITCHELL'S RESTAURANT,Soul Food,Brooklyn,617A,VANDERBILT AVENUE,11238.0,40.678850369751004,-73.968417476489,308.0,35.0,20500.0,3028191.0,3011450004.0,BK64
40366993,FINNEGAN'S WAKE PUB,American,Manhattan,1361,FIRST AVENUE,10021.0,40.768577977001,-73.955439460636,108.0,5.0,12600.0,1044905.0,1014480023.0,MN31
40367005,DA VINCI PIZZA,Pizza/Italian,Brooklyn,6514,18 AVENUE,11204.0,40.61897967707,-73.990342864857,311.0,38.0,25200.0,3133856.0,3055530046.0,BK28
40367038,MEXICO LINDO RESTAURANT,Mexican,Manhattan,459,2 AVENUE,10010.0,40.739644067898,-73.979614944263,106.0,2.0,6600.0,1019834.0,1009060033.0,MN20
40367161,MARINA DELRAY,American,Bronx,2894,SCHURZ AVE,10465.0,40.814538549783,-73.815055436186,210.0,13.0,11800.0,2097758.0,2056030014.0,BX52
40367164,NEW FLORIDIAN DINER,American,Brooklyn,2301,FLATBUSH AVENUE,11234.0,40.613881826161,-73.927186236571,318.0,46.0,67200.0,3240573.0,3085100011.0,BK58
40367179,TWINS PUB,Irish,Manhattan,421,9 AVENUE,10001.0,40.753053988386995,-73.996556687381,104.0,3.0,10300.0,1012848.0,1007310044.0,MN13
40367183,NARROWS COFFEE SHOP,American,Brooklyn,10001,4 AVENUE,11209.0,40.612741716025,-74.033708560857,310.0,43.0,16200.0,3156154.0,3061380011.0,BK31
40367189,BROOME STREET BAR,American,Manhattan,363,WEST BROADWAY,10013.0,40.723116860955,-74.003124280993,102.0,1.0,4700.0,1007063.0,1004750012.0,MN24
40367232,O'HANLON'S PUB,Irish,Queens,2257,31 STREET,11105.0,40.774948266802,-73.912119596608,401.0,22.0,11500.0,4017050.0,4008330013.0,QN72
40367240,CHARLIES SPORTS BAR,"Bottled beverages, including water, sodas, juices, etc.",Queens,4408,60TH ST. - STORE,,0.0,0.0,,,,,4.0,
40367241,JG MELON RESTAURANT,American,Manhattan,1291,3 AVENUE,10021.0,40.771192500921,-73.959531818288,108.0,4.0,13400.0,1044019.0,1014290001.0,MN31
40367278,JACK'S PIZZA & PASTA,Pizza/Italian,Queens,21249,26 AVENUE,11360.0,40.778284557126,-73.777247514403,407.0,19.0,99704.0,4439463.0,4059000002.0,QN47
40367338,TAP ROOM,American,Manhattan,180,CENTRAL PARK SOUTH,10019.0,40.766718222992,-73.978736594767,105.0,4.0,13700.0,1023750.0,1010110001.0,MN17
40367339,COCKTAIL ROOM (NYAC),American,Manhattan,180,CENTRAL PARK SOUTH,10019.0,40.766718222992,-73.978736594767,105.0,4.0,13700.0,1023750.0,1010110001.0,MN17
40367365,FLAME RESTAURANT COFFEE HOUSE,American,Manhattan,893,9 AVENUE,10019.0,40.768431984928,-73.9853426732,104.0,3.0,13900.0,1026889.0,1010670033.0,MN15
40367373,JACKSON HOLE,American,Manhattan,232,EAST   64 STREET,10065.0,40.764309967429,-73.963456427466,108.0,4.0,11000.0,1043865.0,1014180031.0,MN31
40367377,ZUM STAMMTISCH,German,Queens,6946,MYRTLE AVENUE,11385.0,40.70186889553,-73.881596583326,405.0,30.0,62900.0,4090365.0,4037050001.0,QN19
40367442,BUDDY'S WONDER BAR,American,Staten Island,17,HARRISON AVENUE,10302.0,40.636755420816996,-74.134937047229,501.0,49.0,20700.0,5025355.0,5010770004.0,SI28
40367481,THE ASSEMBLY BAR,American,Queens,7302,COOPER AVENUE,11385.0,40.704073519705,-73.876925603865,405.0,30.0,62300.0,4090076.0,4036960001.0,QN19
40367534,MR BROADWAY KOSHER RESTAURANT,Jewish/Kosher,Manhattan,1372,BROADWAY,10018.0,40.752262863231,-73.98745407546,105.0,4.0,10900.0,1080609.0,1008130023.0,MN17
40367540,PICCOLA VENEZIA,Italian,Queens,4201,28 AVENUE,11103.0,40.76467452834,-73.911974365894,401.0,22.0,14300.0,4012150.0,4007010006.0,QN70
